playername,timeplayed,gamesplayed,errors,RMSE,a,b,c
BroederJan,610,3965,[],7.03615508019567,-0.017048930642713355,4.684731514115998,53.52032889390953
broni,752,1223,[],11.058367632304167,-2.030525686545267e-05,6.970670405708566,-999.9980382861788
bruh1235,570,699,[],12.01261951365749,1.0820356125659039e-05,5.369476731960535,-153.76524800281916
BRUNA,894,6234,[],6.096523522962444,-0.007324841906758308,4.259850316236302,47.70533691800833
BrunoSG,903,2660,[],8.622368474495858,-0.007930097107222409,3.8208765050558444,35.019393696163455
bruushikinta,408,3209,[],8.837934058306125,-0.008022400431895442,3.255935236766525,55.22068457900278
brw,887,1229,[],9.117815517381967,-0.00018840216939612715,7.11144081528166,-999.9999999044031
Bryzzo,709,2062,[],6.545847244952463,-0.008049705160587523,2.9438830439006027,52.416047140882455
bsosos,1083,753,[],140.47676582931663,4.995790890923104e-05,6.091420128054838,-393.9857538156583
bsososos,926,898,[],59.30020435274396,1.0232502373527956e-05,6.442447402398602,-579.9632883001711
bteng,762,386,[],6.075991441112251,-0.006826064611438619,3.4145861625908904,50.938823835114235
bubble-tea,641,1459,[],11.489741940573529,-0.031074673000296416,4.272012806785432,59.33844365230079
Bubbles,1089,1186,[],9.080755899408754,-0.004635205863724567,4.099612726370731,30.336948955731255
bubbybubster,683,1564,[],2.4559042632590153,-0.011976890199199895,2.4268075399832023,38.63961142394619
budhole,1247,10871,[],40.823413865917566,-0.03164737908167858,4.625697901769448,50.913723343019164
Buksss,1258,8842,[],8.444639894237454,-0.011740378426938357,3.9372754984367324,46.57232902673063
buleskane,466,368,[],7.9035480945146785,-0.007520199080893332,4.128717898598446,45.519856155807176
BulletPikachu,921,1878,[],13.284044780154645,-0.00550263554360018,4.982234703134965,38.47837563125025
Burgmin,118,951,[],9.303147130205463,-0.013075202267825966,2.6030755589956494,50.239996176264924
Burkmos,1194,455,[],13.853363699566785,-0.004777674294747996,4.797298057022778,37.29350071690133
BustEmSC,892,397,[],6.652665289703272,-6.299330519646774e-06,6.878964474203113,-917.5783740854822
Buttock,277,410,[],11.901295209444383,6.149413445873026e-05,5.744418926332709,-257.66496315824224
byrion,655,257,[],4.0578148100639195,-0.011746765214302046,2.5190536152464915,37.08183435986906
C-Vendetta,150,306,[],19.735369111520612,-0.10006277011533897,3.511082566116655,54.73768490035075
c00kie,752,1215,[],7.617217628851567,-0.0021511993695757636,3.3508587407805766,31.548897300180826
c0ppl,675,5954,[],7.733757590513647,-0.0029761510194457655,3.656458936989596,41.43433231048104
C0smos,426,882,[],3.475885752528117,-0.0008567062445382717,2.880572946050294,34.006068874853504
C9C,1194,1763,[],70.04601134657929,-0.004247448452609611,3.259861370469412,66.89882184657904
Ca7Ac1,1240,1567,[],10.450855057476806,-1.7298878170168077e-05,6.97791745626093,-999.9999128236814
cadon,1141,521,[],14.230924927352218,-0.013467882539379618,4.37632846681889,44.616070131596025
caffeine420,240,301,[],10.824041454323934,-0.07498250786144979,5.007218182541362,52.062887940318284
CagedWings,1075,1728,[],29.719561815921058,-0.004909865445378462,3.1141980025157405,64.24007977782004
Cairn,1412,2207,[],6.463172505943008,-0.0008407853936943025,3.650206645550047,23.651975730920245
Callan-Jacobus,1202,21130,[],64.07940579077489,-0.0038087714685635585,4.040683237220053,58.4084972052655
CallMeBonjwaa,497,567,[],18.451533928045514,2.1607843121467138e-05,6.972177705176092,-996.9364406373614
Calutah,950,5852,[],9.285717077660705,-0.0060258010346282646,3.2678128760486675,52.007646887307686
Camellia-kun,883,204,[],9.054103080983191,-4.7724298452399316e-05,6.98658214991046,-990.7946774511998
camel_case_rocks,294,1883,[],8.373919478232267,-0.012123829163096895,3.9883163637209043,44.9586662799749
candidBandit,731,1108,[],14.72553873698177,-0.014441299260812196,3.732836189942761,52.243174498856014
candy0908,533,329,[],8.66948527590144,-0.010226178127986714,4.094959897396632,40.02377836013069
CannonNerd,756,489,[],19.078964788521798,-0.0044438491745104145,4.601763495040131,40.16149891862572
cantcommute,219,850,[],27.486267793004902,6.387004020090716e-05,4.836674032996389,-84.85148176246304
CAPSLOCK,991,577,[],14.837099009954219,-0.004173140428341471,4.425091400775389,41.206414192325305
Capta1nMarvel,1181,3365,[],7.591872790492991,0.004239995762330497,-4.216296244268554,47.70606256733036
CaptainCream,1034,874,[],10.078475111303328,-0.019471811069586988,3.689857491628727,45.573625475544404
Carbunny,394,282,[],8.17930949248651,-0.030053727266201525,4.316112579481461,53.699455929929584
CaribouDuDésert,1135,2164,[],55.68957077146588,-0.004850593717619034,3.570704048335503,67.43307409639877
carl312,1194,381,[],5.970082210990169,-0.004392837412592313,2.6676928165082634,41.325803915689534
CarlavierVN,865,10048,[],6.566130058047569,-0.015907998575097237,4.1482753911154,50.29276731808545
CarlMustard,1240,577,[],14.387054600912714,-0.0013017418013377253,1.7166167543432462,51.42407219745555
carma,897,1894,[],9.441111698500963,-0.0158560957736271,2.847572821938237,47.369983104859465
Carneau,974,766,[],183.18385936297656,0.016299060001657425,-9.534984968950448,52.06181270160493
Casual_Hipster,1288,10387,[],10.612573478641353,-0.012580670416544412,4.10347303010777,57.62514936802237
cataphe,672,307,[],6.831652606292407,-0.0038807079334658746,2.5081860876083035,43.617628845380196
cathode26,323,1095,[],18.50129989737742,7.954774727164215e-05,6.954784284862042,-988.4584546326553
catnipxd,1094,1624,[],14.439466518054834,0.0034912838368359018,-0.671559459632679,40.87512978754682
Catty5001,731,1881,[],20.851740824086665,-0.002500476872152456,4.55183680208799,48.15444180492442
Cauel,820,351,[],8.185285076181675,-0.001675187994359645,2.7449841873619913,33.23784712051982
Cauz,844,2043,[],13.988199124440731,0.005853270792622748,-2.465576539106409,53.40517134033666
CCTender,1059,251,[],42.962202261724684,-0.005354097086826577,4.083493443930326,42.281401416059694
cctyzjeff,649,289,[],8.863936494799301,0.00900963689289475,-4.640237430012686,55.68334093470523
cdddr,1101,9843,[],13.27106671456092,0.012502844578812039,-9.44394357699176,60.45257871322309
Cebollino,522,1470,[],17.118202245797967,-0.046022360285377255,3.757589120220548,55.04018463693271
cedgeremek,2016,1027,[],9.192126271928744,-2.580544091805389e-06,6.913042033790791,-960.0643965591016
Cee,1184,1213,[],9.197436294241099,-1.237257391478422e-05,4.204587844010932,-3.997215392058952
celebi1023,1062,2894,[],14.443314730873107,-0.0021509788028480315,3.260456661337181,31.853956131098414
Celieve422,444,268,[],18.553357825175603,-0.009338451563524645,2.605050953133591,50.77264841736002
Celliiine,1522,4650,[],131.0788784895382,-0.0035044410882046073,3.7663023823257507,42.47567540841606
cerori,1896,4369,[],18.673775151554757,-7.443664671723176e-06,6.007970337378403,-355.51249652976543
Cerothe3rd,1061,513,[],5.602481033031739,-3.3548823795587855e-06,5.699419981971074,-241.8717549232792
Ceukixsucker,180,766,[],40.555686516607,-0.01797733202013727,3.834897583213772,62.58884531561266
ch3nzo,860,13900,[],628.9319349472622,-0.004479337263419598,3.9091109890039153,57.674554517774766
chakochako,474,224,[],10.327378869183843,-0.03349003870663435,3.0646795003224834,48.66700152441475
changyeon_jo,568,8929,[],4.657317518820241,-8.319737793835e-06,6.259397832281228,-486.60467260985206
chaomeister,333,449,[],5.629240154000515,-2.2657184644506008e-05,3.998353234168787,1.7182964835250645
Chaonima,956,439,[],12.587585446426804,-0.0022633419210090298,5.286604267226651,15.855522270988706
Chaosblade33,1195,37413,[],13.514837903373396,-2.270670879982589e-05,6.977352406600636,-999.9999638528609
chaoswords,937,578,[],17.971036032810908,-1.9289718512122705e-05,6.965757666028878,-988.9591407700456
chaoticvound,696,437,[],6.883724095110219,0.006715342653107944,-2.8299809899604167,50.727699805331056
ChaozKillerz,1230,3436,[],14.659858900058083,2.4786559026460132e-05,6.294673083265887,-501.1625828942315
Chape,671,1017,[],398.46144888509167,-0.00019872426119591714,6.111321022841287,-354.6916743756786
Charcantus,1525,3805,[],6.989531273363972,0.0006320752423617912,1.341709691143076,45.79925607786829
CharlesMartel,1818,2336,[],5.280367167466112,-1.4362249177292934e-05,3.5189839874845683,3.671792964929511
CharlieBlack,548,10843,[],3.0848686977547985,-4.1171379161060855e-05,5.399129149619005,-187.61610260256046
Charmander,1210,658,[],11.282559558391956,0.005508430151392612,-3.6633312629878114,46.80167754294535
chat,1499,285,[],8.873306942183614,1.1190463623662735e-05,6.609644704318718,-701.8680755833553
Chatin,1305,4659,[],13.708236932029406,-0.004526509856967069,3.9327954055613734,48.82658739242988
chaule19,995,911,[],30.3288291529716,-0.0017911055831198873,3.6822485482680545,48.01626059447244
cheep,2009,4226,[],17.22172608467439,2.654158614404147e-06,3.246395408272703,4.466115545224694
Cheesus,775,1727,[],13.471213815615675,-0.025258967746849943,3.3682442880034116,61.19264862341524
cheeto_jesus,693,1727,[],10.848884551727272,-1.0042796948326884e-05,5.506839357823318,-195.2204828701841
CheezWhiz,841,1451,[],39.674087337619056,-0.005761374686766385,3.488264334362543,26.865835972823337
Chem,412,287,[],5.048815319128879,-0.014387362198187132,3.7359890126759745,40.2413145752674
chemicalapple12,858,457,[],7.855585982882484,9.10485524172592e-06,6.928491997567983,-973.1007134997294
Chen,1387,288,[],5.552841024987102,-4.010763110730763e-05,5.154381174634176,-127.18160970382336
chenge,953,1096,[],3.465725481039328,0.0018155231552675504,-0.17457846847259886,41.47567098033497
chenpire,730,4175,[],18.42458398164672,-0.0026998612801695187,3.6730091185439155,48.345291611222635
cheny0663,630,3358,[],18.870021401549742,1.4904246555023134e-05,6.958103758717494,-989.5900741075201
chetphan,41,401,[],20.718014090235567,-0.00012649945094327545,6.748154487147128,-805.8597370682544
ChewingGum,1043,720,[],23.91785984579645,-0.00879751743259347,3.2871459417972955,72.54699757819267
chexmix,557,2412,[],4.1970152080441405,-0.014660768227505389,2.9774316854175655,42.97213303634312
chick3nthigh,1186,7276,[],25.742627108915013,-3.1694147747486695e-05,3.8554764470170384,0.6392506220137231
Chickenislife8,940,298,[],12.569560900618052,-1.8964234957459328e-05,6.853981067948848,-877.2635531858847
chickennuggetsz,1026,272,[],11.18400679316998,-0.008868615316596976,3.2887850845888873,50.0459032726281
ChickenWalker,1142,473,[],10.99805865964619,-0.006015207385986754,1.3533465214251015,56.7174348280153
childconsumer,1013,683,[],280.4752988593228,0.010405377239571493,-6.290902238713364,54.74464244580989
Chimmies4Life,676,3219,[],7.523971872867407,-0.01084893289406413,3.3283204848429913,47.8009457070325
chimpin,808,596,[],4.482341890665593,-0.005897261214376724,4.0136877068781995,39.360222208615085
Chineseartist,962,5139,[],10.756825863135562,-0.017572211714436285,3.5631090946913018,57.56912261670123
Ching,960,930,[],488.42246668461485,-0.0005103092004850628,4.176291855233307,8.617197534965074
chirp,764,660,[],5.740351859290397,1.745312988998645e-05,5.550565253268291,-214.31648570629565
Chiyuso,603,619,[],8.38360704926255,-0.022263298876126717,3.221726419999073,51.7651203284921
chocomint_latte,492,228,[],9.753748056307575,-0.013212955433126767,3.481244232829261,48.7726329208601
Choelia,523,2768,[],21.614989047981954,-6.890765437015482e-05,3.957336192377353,0.759111057082569
ChokladTomte,1926,3209,[],5.910083763775988,0.0018991426452826961,-0.9262053282019055,26.299805747262184
chomco2474,140,806,[],3.8618725134199225,-0.10361498006306852,3.614199028143767,40.16212818715542
Chong,1135,1471,[],11.330876719649241,-0.00984166663000999,3.106791837758242,49.089832153549615
choochootrain,845,564,[],15.037585650744454,-2.4965815301157237e-05,6.9784732676075905,-999.9999992105057
chopthicc,633,1455,[],6.127234071846423,-0.01714340782594226,3.9452917349447603,53.21889158396621
Chou-Tzuyu,621,262,[],14.337954061555967,-0.019770681616015973,3.2495904383758654,64.05885675228375
Chris,1630,1337,[],16.029391338024364,0.0026367321911744406,-2.683366718486997,68.882400771133
Christianthh,975,2737,[],193.39653087494779,-4.4896205816556355e-05,6.876920465256526,-875.1932578756006
christober,923,6737,[],14.039064161670924,-0.0039047364589444122,3.8663731957798158,61.971064728102576
chrome,1118,5050,[],17.738733387978975,-0.007330604227661055,3.877362775593256,45.85473111481109
Chromium,677,358,[],12.564746300215731,-0.0008258286985471458,5.076644004572673,-56.410590483382
ChromOnyx,659,3033,[],10.786315249764067,-0.014560548073772852,1.2660469895909812,42.956256065642414
Chroyo,1250,1412,[],4.884556985105665,-0.0065559472012394655,2.6198675992914304,39.89613652270147
ChuChuTrain,1214,5792,[],9.910629408172264,-0.0029128857730899623,3.6162472296918557,44.10782094628445
ChuckeyTheBear,1772,974,[],11.38685122883083,-0.005679099181306193,3.480555931066883,48.342162761391116
chuckles,580,1274,[],5.258854616631176,-0.003803237245192772,3.645712424274215,47.421277580894106
Chuek,556,516,[],7.757907631780781,-0.013139733605424933,3.6675752959118157,41.64415903594597
Chunchunmaru,395,6262,[],5.075742679892367,-0.0041143522384001876,4.0354880216221085,36.336819309241015
churchyy,726,2121,[],10.607449500268363,-0.00516125053417398,3.5475778707353025,41.44790031135444
chuttiekang,1210,1959,[],2.3611212631431013,-0.006770145608863895,2.4431638592164546,38.34304777446302
chuzz,1032,1912,[],3.8880084918538422,-0.0019160115567208686,2.198693003018072,44.38085165511841
Chyeri,580,3257,[],18.12789068124281,-0.0035796333388539493,3.8349065377577762,47.712107557332615
Chyllz,1514,1122,[],5.876582395753179,-0.002969272339467025,2.1346352310834065,37.1284840271407
Chynatown,1237,2323,[],10.52297536119986,-0.004818662683160136,2.988776973092272,44.83973251864506
chyold,69,544,[],16.65601103568748,-0.0497312688498345,2.377041145910125,48.77190997642727
cirakg,771,3810,[],12.860173000498111,-0.0034084196109406134,2.7666026596640734,59.22290282786309
Circu1ation,1722,2935,[],20.68284658669526,-3.0335068619453974e-05,6.958332225532737,-991.9426790567535
CireBotOfFlatEarth,688,608,[],145.5094440447395,-0.011903769285353317,4.052630285408055,50.290537450189106
cjbr,346,2348,[],5.055493338362571,-0.04411858809099765,3.399232669862272,46.893281029424905
cjddnjf,992,517,[],18.812297414044366,0.014078847389999203,-11.068665386569165,56.758737583892604
CJP,652,872,[],13.582476527236429,-0.0010324007701499618,4.726936667847517,-26.023758565461694
cjuhtc,375,1199,[],6.8586391405544855,-0.0005802874551993053,5.124784890342596,-90.51192509085047
claarisse,550,4548,[],7.564910554047303,-0.016253733309643532,4.758441288288544,52.84868848211496
claei,773,229,[],8.010839598432495,-0.005789568466685282,3.120915750253685,30.25685161838314
ClanMan18,675,709,[],20.018902218082218,-0.011543084565291899,4.403958355776284,59.99230948544448
Clara444,1203,1454,[],42.765178301662104,-0.0037516931601790354,3.9452424742440306,65.87564046660106
Clark,696,839,[],4.966155358946666,-0.018367750406463327,2.5096393552946865,44.02778413616181
clearlove7,171,259,[],12.582041048070657,-0.0026954108034289506,2.84603971147578,43.08219363565937
Clemente,1346,306,[],5.298126026241504,-0.012814028182296395,3.4921524587160504,48.49092222517145
clleli,527,211,[],10.796456563772422,-0.03914714483236885,3.647099514079535,41.35245048680397
cloak,1642,204,[],7.726640553329624,-0.0027595430757760865,1.8048908921467735,27.692998776610743
Clock,1136,574,[],24.792503178157606,-1.3555480891157978e-05,6.980361552981281,-999.991082298786
Clockworker,1552,847,[],8.434484516599683,-0.006185900011348824,2.3439872259067913,44.86213509429744
CloudPleb,1578,7776,[],12.038081927465392,-5.339837398027363e-06,5.498986654326802,-188.5165583825369
clowni,476,1879,[],10.95481188087016,-0.0027321713188374072,4.099540998417312,21.047277124355098
CluelessGuy21,726,1178,[],19.221954072312908,-0.03143421717768378,4.611635861554391,68.95285366352395
cn,1990,4282,[],42.72263778928495,1.225128335927538e-05,4.479862530254736,-45.61652939642714
cn72,615,1420,[],12.098285637032197,-4.581450731783907e-05,6.82789465926187,-849.9407784799618
Cobr,1174,7980,[],3.891015905581187,-0.005342512360384089,2.63634426965505,35.540127023570854
Cocai2005,328,2280,[],20.979237966685872,-0.020645057237559564,3.681036895210203,49.434727837463235
Cocoalative,1240,17995,[],16.68928372001572,-0.0067731275398608005,3.908144169511967,66.96938467358429
Codcrank,821,1396,[],54.76515130964221,-0.00397853678163381,3.6928593739067965,64.10302824902475
codekCDK,601,2197,[],4.102128556111943,-1.7311896835789027e-05,6.968444506940422,-999.9992775411083
cofelropter,1230,4548,[],3.8102425790149073,-0.001673516917637935,2.648890558531483,41.66617643361004
coffeecan,654,270,[],17.055292945699946,0.0021744258026904655,2.3249018471546647,36.2537435671962
Coldless,751,968,[],9.316363452478486,-0.0009349768959921116,4.114141647877076,-1.7527474547468949
ColdSpade,1321,8265,[],17.247507932361938,-0.004503564508607972,3.7787176746305615,40.25373905098989
coleinator5,1340,2285,[],13.883984387613385,-0.002010851952762343,3.552431077516413,51.758650350385885
colijnoboi,888,2161,[],32.100561868620176,-2.7022719382874186e-05,7.0017402656433605,-999.9995524582572
ColinD,579,380,[],6.646444501114503,-0.03045457964123836,3.945511439348113,48.569828988729725
Collouet,1053,421,[],33.14518429528213,-0.0007361519796657305,3.737194001036758,22.756017316677752
combalino,1066,1622,[],11.73209660400457,-0.0029091628447332103,4.40138439392953,40.084717737099574
ComboStorm,2014,1119,[],17.81375337824419,-0.00020547358451891262,1.465404090087121,36.06441022764899
CometPopcorn,1231,3680,[],13.227319731614642,-0.0036801649419407616,4.107342022381493,43.38680547326042
ConeYT,874,375,[],11.671263814167137,-0.005907500280460359,4.4119806996153255,47.30935416236985
connorisdumb,1034,1905,[],14.677859660498774,-0.01501328392438771,3.9308197298621135,43.16911112029362
ConsiderTheLillies,1077,1319,[],12.569994194634898,-1.4830034185769187e-05,6.961168259368413,-999.9993753473494
consumeorang,1291,228,[],21.819753895980025,0.7771340751107756,-999.9999996556666,53.75150842471821
conta_papito,838,2940,[],16.078118093679304,-0.01318597499476396,4.52655472522423,54.54309303132308
Controldo,1261,5398,[],23.8791406511835,-3.756802757260968e-05,7.009731250513858,-999.9999999865768
Cookie45,1256,2151,[],28.659711440375983,-0.0016565219666577536,3.2037881408239546,36.78322840821541
CookieCakeJstris,1316,361,[],8.26500119690484,-0.009249028817394669,2.4774356129910595,47.16983075732372
CookieJun,164,371,[],13.569268064097933,-0.01505744725086387,3.02413346282037,49.70243264452221
CoolC323,1154,1088,[],12.036180550757484,-1.4509720388927687e-05,6.915007603756305,-949.2477592146324
coolcaptainkim,948,3472,[],4.059819915417713,-0.01487140775322581,3.1143408506234658,41.09021396996758
cooldude1050,870,894,[],25.230814455341623,-0.00316419886554326,3.1273524861400137,65.31879266951596
coolerboi,1143,398,[],17.294923989668202,-0.016314287074466527,3.028775875901955,57.83438531781329
CoolestDerp,678,257,[],13.071481528043813,-0.004074935773156263,3.2250105966627918,34.77315662141262
Coolnaid,580,1197,[],16.451962565714112,-0.029108737652228524,4.785749356212849,76.83957740099825
COOL_TM,587,502,[],21.982840081103905,-0.04127257719670486,3.1900858262878344,69.47147695063796
coookie,963,612,[],12.640276922545553,-0.00357873327991069,3.239505516262191,52.15624723966124
coot,1198,7660,[],117.9207596496891,-0.0039849810748322535,3.9513231733163696,55.096193259522565
CopoDeCoca,798,1572,[],20.591413394925418,-0.008324890737357713,4.093794193070002,56.81908706305547
Cordlessburrito,763,3511,[],9.697524996772634,-0.002034877625821178,3.5477741684964803,35.866656631210304
Corey53W53,98,299,[],41.79831291423696,-0.00016254547494153938,7.002070890123307,-999.9999998964103
Corinthian,183,1164,[],12.328540194829825,-7.39111492831827e-05,6.932402038966845,-965.9656438884083
cork,1122,4440,[],3.9181436918060046,-0.005989335931606142,3.8404314650068843,41.73673904033924
corky,1282,11994,[],5.017694280650323,-0.001961373165327292,3.242643801471455,37.05696636379899
Corofox,618,1273,[],14.202972572575879,-0.004667736379054221,3.933150978393525,38.715305499253255
Corona,1801,1614,[],12.714447636269284,-4.8820019433971e-06,6.751350573959478,-818.85443053401
CorporateHype,1106,263,[],11.008632728052653,-1.0762134897017523e-05,3.951727218449571,1.4767446075424557
Cosmicvibe,512,396,[],11.207104236121479,-1.4437056830064296e-05,5.882142614361632,-307.2101688236217
CosmicWolf,1410,5090,[],66.05584863626147,-0.0028179118916313722,3.5382521971307694,51.64266631624772
cosmobosmo,1146,7262,[],18.451187578092032,-0.0011841958869048242,4.201898531220145,26.871252869532775
CostcoWholesale,1201,7872,[],45.02443847903127,-0.0056459547531963975,4.031841647321846,45.47191905957435
coughmeyer,554,535,[],9.977826209533806,-0.013925595191473048,4.211912652375273,42.76337890519745
CovertSofa,1133,2621,[],28.002778025755674,1.4401520231997995e-05,6.925285270838936,-967.423096897414
COW_SB,1036,695,[],56.87190768628587,-0.0017540017418469819,3.8485687340173285,48.29254050613019
Coyay,542,8694,[],5.669069856316105,-0.010207620564118593,4.171739715305624,36.60700440816271
CozzNose,1231,8082,[],4.919429477804649,-0.004715283126160287,1.860571691803605,42.91437635369264
cptvis_24,781,252,[],30.986356009075262,1.7543731084049596e-05,6.897066075136008,-948.0148049419379
Cpt_Jawkins,1195,1409,[],3.1267328060757977,-0.0013186166496799395,3.9353644212430012,20.86414300007391
Crackerinho,498,386,[],11.823365789272284,0.004735745583311557,0.018563624208816312,48.989325531271604
Craigy,1267,263,[],11.273005481541963,-0.06818867990257631,4.206042028495814,56.79292736049048
CrampDG,1110,3128,[],10.749981161143227,-0.041702604394888466,3.6127345607266257,45.13843828006867
CranstonP,232,1704,[],6.250890842189154,-0.10944358217673264,2.7363978708550305,54.723138188192856
Crany,785,812,[],68.34223572470752,-0.004819383542072766,3.247651474990335,52.66611702421628
cratik,1250,25640,[],4.79665160060246,-0.0030269461481760777,3.7700953591274953,32.822818487954265
CRDM,1504,17564,[],6.316103859038538,-0.0022743244869477142,3.850276211128528,31.158287223635913
Creekrat,1206,1008,[],5.904662520412382,-0.003419211449636041,3.440575267221604,44.37115389741719
creeper_repeerc,554,443,[],7.567059233442149,-0.007079057385671123,3.84642463766744,32.24869003596637
Cress,1396,1628,[],19.32170895123741,-0.004188809035093093,2.6266652426582247,50.27701525551476
cripesys,156,349,[],22.270848398121707,0.031514683300847134,-2.1399529095618144,66.03918574453205
Croletan,396,1277,[],8.510833052406662,-0.002355074021973288,4.994333857731488,-10.453913853259019
cros107,1922,772,[],7.135320060603288,-0.003949033365031318,3.16594710938517,43.61178481878166
Crouton527,1216,1170,[],9.548302415147335,0.0015343195136195437,0.6161376920767662,56.4338623329777
crownx,284,1001,[],19.536530360206378,-0.033123853864296324,4.877801564576097,54.88457682900599
crozet,1805,895,[],25.83804111009825,2.1484292765810265e-05,6.941135936033414,-999.9996580709883
crt,812,838,[],6.578807139274668,-0.007385345919097848,3.652158881739947,40.561230987708434
cru,1300,2119,[],9.620124242030442,-0.0038833397477516214,3.7294710458478875,37.417580074270376
CrumblyPotato,1238,2108,[],10.410137613223059,-0.0010599310405126647,3.951945669404259,35.34633024272618
Cryptodad7099,226,3980,[],6.197599745616472,-0.02892859267324622,2.4438509036099205,52.07356110750056
CrystalEye,1089,886,[],23.936966547464976,-0.010440485405107698,4.203644285842446,42.96834768544494
Cryzgdy,521,363,[],35.881325299920526,-0.001409223350290459,4.4926642465457824,18.171200789417735
CSIGaming,822,622,[],5.5626431102164045,-0.007220645146442703,3.435621685735523,45.98226132000777
CSQ31,344,1248,[],11.676121219453485,-5.785959078821862e-05,6.964964420912917,-996.8563242409872
CTSTL,692,836,[],2.3155915197167074,0.008485812387634416,-5.407845615598316,38.464309597568025
Cubi,1255,1564,[],16.73276937068544,-0.0013300384571959,4.689800509069856,8.201266490383809
cubixcreature,1305,2972,[],4.110768286539859,-0.008781107854884824,2.5479808916753752,32.78219589734165
cucucu,450,254,[],8.8873246762238,-0.016679615544262796,3.1250090599375135,44.93064650693204
cunk,1003,916,[],20.774208302052568,-0.03497899114023129,2.76859529523671,44.084614951900214
cuo,857,8571,[],6.664866763148207,-3.278236066153805e-05,6.992680174606646,-999.9999998850647
CurryInMyEye,811,4060,[],6.139908710817439,-0.006904009567756898,3.882094055854998,48.26811536048922
cuteyroll100,1230,744,[],5.108704419235058,-0.0008580179557474327,4.1826824941704075,4.206899358280417
cutiefox47,1024,2651,[],7.409699896461982,-0.0036403428904735907,4.40627886113849,38.05157308885003
cutlery,1528,990,[],42.715338650596166,-0.01136328796953067,3.731474169979446,64.84135871649768
cuxx,503,328,[],5.24230883480296,-0.004496781952230539,0.9216223135463278,24.26910955732607
cvbhuj117,812,725,[],19.25169518396625,-9.910568674560423e-06,6.864496605232933,-881.4763363144364
Cwisp,1235,5759,[],25.730710056391487,-0.0040162268050003445,2.7961902596252934,44.28005268140091
cxaesar,606,398,[],5.237020844419748,-6.098570475579861e-06,6.744321954907892,-802.773608447167
Cyanide_,229,642,[],9.828115630043067,-0.011482838476282932,2.5336522316386376,44.927462166144664
Cyber2uo,588,3007,[],11.91063355948973,-0.008451334989444429,3.9496716892023676,30.83707442060176
Cygnus,1468,1834,[],5.740514401205855,-0.015032474109553997,3.536876776673993,47.298743137637004
cyh0821,296,1919,[],2.5325197020346697,-0.004962362979921014,1.0903311000966232,21.915565258865204
cyhvic00,412,293,[],9.48307113754729,-2.0444962462117775e-05,5.951331904358952,-339.83797333521886
CylinderKnot,783,226,[],27.93847193726398,-1.945154019542679e-05,6.95338452179789,-991.9654694243995
Cynric,665,758,[],8.329076470114563,-0.0637009828643783,2.4842419504359787,56.35922874045784
Cyntha,197,1828,[],14.998807888073229,-0.01321425959641847,3.7746954418044583,44.417918696910455
Cyporkador,1328,1921,[],13.555620276072434,0.00597220104054091,-6.011474968453748,49.18546188420763
cz0402,1379,239,[],5.445145802521283,-0.03606230412126434,2.446588185835519,30.292848298429348
d33znuts,1208,692,[],16.40976669694318,-1.4794232568322057e-05,6.971271880115805,-999.9987803979585
D3stiny,1444,7159,[],1336.9555703040544,-2.4079276281149584e-05,7.06880075943052,-960.7822507632859
Daarkkk,505,1692,[],10.660702429865777,-0.023016600674251167,3.3161555410762227,37.980854519034914
DaAsiann,901,1448,[],6.106388424675732,-0.02791022277305054,4.418745665531471,32.09340945759269
dabdab,654,6223,[],4.522634599885511,-0.006987682401490755,3.840204508266605,34.73255526313618
DaBestEva,570,2219,[],6.916006870786172,-0.026550254007038244,1.9673876801391539,54.420283611271685
dabfooteater,933,544,[],16.45880747629618,0.006178646072697077,-2.687013732275996,34.89931447157487
dabmaster69,1248,1884,[],11.248928980281793,-0.0030263943550852246,5.171723683390309,26.58749676883341
DaCoolGuy,1152,476,[],22.254372095779676,-0.0035419869998404244,4.139863039113776,37.76013358254602
dada,1350,3990,[],7.904361625013636,0.007693680776298227,-7.393066441945292,37.32925561383243
DaddyBucks,873,7768,[],12.00932467989773,-0.004361093544854667,3.771454677352433,40.727108067518
daddy_kropotkin,1100,8958,[],13.113399219060906,-0.00896437234977682,3.267329717811971,44.5428417583423
daejeon,667,3454,[],53.0074370650908,-0.01093822158600936,4.088323162286135,63.35184752929502
Dagero,1515,3037,[],11.141597053404858,-0.00233457036467598,3.3226932492398573,35.085986675663925
Daiki01,1422,399,[],17.338438258383835,-0.0029538890191878396,3.842374673553799,39.89662689695078
dajeff,1176,2346,[],24.64136774764068,-0.0038524304220273345,3.509145459893426,56.74803902044071
Dale940,161,359,[],4.185835880624761,-0.002989456219016566,3.007908882370351,32.55128914401613
Dalicious,1455,9575,[],6.15087197246187,-0.004363651270439817,3.3836862392844265,29.143916061588133
Damz,687,5763,[],15.063230309075841,-0.0006398967619179441,3.142626215562023,41.53484063906493
dan6561,736,566,[],6.406952892764578,-0.0022540659680365615,3.603925537822484,33.995531019513216
dan77214,596,815,[],13.537279461051194,-2.713746481899666e-05,6.978624190325694,-999.9999756784956
dango100000,1720,238,[],155.79081874526418,-1.6062376588134642e-05,6.322010796744484,-492.840199498856
Daniel,2025,5741,[],10.817719750968061,-0.0016585896988041663,2.5209197105894314,24.109557800859
daniel35489,1249,5429,[],15.977201373513697,-0.004116805668996528,4.084192146354221,36.712437160121105
